Release Month  Release Date	Release Year	Movie	Budget ($M)	Domestic ($M)	Worldwide ($M)
7	23	1999	Inspector Gadget	75	97.387965	97.387965
11	11	2011	Immortals	75	83.504017	211.562435
6	18	2004	The Terminal	75	77.073959	218.673959
2	18	2005	Constantine	75	75.976178	230.884728
7	21	2006	Monster House	75	73.66101	141.26737
1	16	2009	Hotel for Dogs	75	73.03446	118.230763
12	8	2000	Vertical Limit	75	68.47336	213.5
12	21	2007	Charlie Wilson's War	75	66.661095	119.512771
4	16	1999	Life	75	64.062587	73.521587
3	4	2005	Be Cool	75	55.849401	94.944017
12	23	2005	Munich	75	47.37909	130.27909
6	4	2010	Killers	75	47.059963	95.572749
3	7	2003	Tears of the Sun	75	43.632458	85.632458
7	21	2006	Lady in the Water	75	42.285169	72.785169
12	17	2004	Spanglish	75	42.044321	54.344321
10	12	2001	Bandits	75	41.523271	71.523271
12	17	1999	Anna and the King	75	39.251128	39.251128
7	7	1995	First Knight	75	37.361412	127.361412
3	25	2011	Sucker Punch	75	36.392502	89.758389
3	11	2005	Hostage	75	34.636443	77.636443
6	13	2003	Hollywood Homicide	75	30.207785	51.107785
6	16	2000	Titan A.E.	75	22.751979	36.751979
12	17	2004	Flight of the Phoenix	75	21.00918	34.00918
10	23	1998	Soldier	75	14.623082	14.623082
1	15	1999	Virus	75	14.01069	30.62669
2	23	2001	Monkeybone	75	5.409517	5.409517
11	22	2000	Unbreakable	73.243106	94.999143	248.099143
8	4	2006	Talladega Nights: The Ballad of Ricky Bobby	73	148.213377	162.926797
8	7	1998	Snake Eyes	73	55.591409	103.891409
2	13	1998	Sphere	73	37.068294	50.168294
7	27	2007	The Simpsons Movie	72.5	183.135014	527.071022
2	8	2008	Fool's Gold	72.5	70.231041	109.362966
7	31	2009	Funny People	72.5	51.855045	71.880305
9	28	2007	The Kingdom	72.5	47.46725	86.509602
6	22	2001	Doctor Dolittle 2	72	112.950721	176.101721
5	24	1995	Braveheart	72	75.545647	209
11	4	2005	Jarhead	72	62.64754	96.94754
4	27	2001	Driven	72	32.616869	54.616869
12	21	2001	The Majestic	72	27.796042	37.306334
6	25	2004	Two Brothers	72	19.176754	62.176754
7	30	2004	The Village	71.682975	114.19752	257.641634
6	26	1998	Doctor Dolittle	71.5	144.156605	294.156605
8	2	2002	Signs	70.702619	227.96569	408.26569
5	19	2004	Shrek 2	70	441.226247	937.008132
6	9	2006	Cars	70	244.082982	461.667967
12	23	2009	Alvin and the Chipmunks: The Squeakquel	70	219.614612	443.483213
6	22	1988	Who Framed Roger Rabbit?	70	154.112492	351.5
7	30	1999	Runaway Bride	70	152.257509	310.138178
8	9	2002	xXx	70	141.93	267.2
11	8	1996	Ransom	70	136.492681	308.7
8	20	2009	Inglourious Basterds	70	120.83105	316.97172
12	11	1991	Hook	70	119.654823	300.854823
7	3	1990	Die Hard 2	70	117.323878	239.814025
8	8	2003	S.W.A.T.	70	116.877597	207.154748
11	19	1999	Sleepy Hollow	70	101.06834	207.06834
12	14	2001	Vanilla Sky	70	100.614858	202.726605
6	13	1997	Hercules	70	99.112101	250.7
3	22	2013	Olympus Has Fallen	70	98.927592	150.562164
3	11	2011	Battle: Los Angeles	70	83.552429	212.005201
8	13	2004	AVP: Alien Vs. Predator	70	80.281096	172.543519
12	25	2011	War Horse	70	79.883359	156.815529
3	1	2002	We Were Soldiers	70	78.120196	114.658262
2	7	2014	The Monuments Men	70	78.03162	155.13162
12	11	1998	Star Trek: Insurrection	70	70.187658	117.8
12	10	2003	Big Fish	70	66.432867	123.432867
6	17	1994	Wolf	70	65.011757	131.011757
1	20	2012	Underworld: Awakening	70	62.321039	160.37993
8	9	1989	The Abyss	70	54.243125	54.243125
9	24	2010	Wall Street 2: Money Never Sleeps	70	52.474616	137.431619
1	14	2011	The Dilemma	70	48.47529	70.546865
11	6	1998	The Siege	70	40.934175	116.625798
8	10	2007	Stardust	70	38.634938	135.556675
6	15	2012	Rock of Ages	70	38.518613	50.118613
10	8	1997	Seven Years in Tibet	70	37.945884	131.445884
9	17	2004	Sky Captain and the World of Tomorrow	70	37.76008	49.730854
11	1	2002	I Spy	70	33.561137	60.279822
6	7	2002	Bad Company	70	30.157016	69.157016
10	21	2005	Doom	70	28.212337	54.612337
10	18	2013	Escape Plan	70	25.213103	103.813103
9	23	2011	Killer Elite	70	25.124986	57.777106
1	16	1998	Hard Rain	70	19.870567	19.870567
2	15	2002	Hart's War	70	19.076815	33.076815
2	8	2002	Rollerball	70	18.990542	25.852508
1	10	2014	The Legend of Hercules	70	18.848538	61.402445
9	20	2002	Ballistic: Ecks vs. Sever	70	14.294842	14.294842
8	10	2001	Osmosis Jones	70	13.596911	13.596911
5	9	2014	Legends of Oz: Dorothys Return	70	8.336863	8.336863
3	31	2006	Basic Instinct 2	70	5.946136	35.417162
5	28	2010	Agora	70	0.619423	38.992292
7	9	2010	Despicable Me	69	251.513985	543.495033
7	30	2010	Dinner for Schmucks	69	73.026337	86.796502
6	30	2010	The Twilight Saga: Eclipse	68	300.531751	699.590681
5	31	2002	The Sum of All Fears	68	118.47132	193.5
7	13	2001	The Score	68	71.069884	113.542091
11	22	1995	Money Train	68	35.324232	77.224232
3	21	2003	Dreamcatcher	68	33.685268	75.685268
8	6	1999	Mystery Men	68	29.762011	33.462011
11	5	1999	The Insider	68	28.965197	60.265197
3	2	2012	Doctor Seuss' The Lorax	67.5	214.0305	350.780246
10	10	2008	Body of Lies	67.5	39.394666	108.394666
6	22	2012	Abraham Lincoln: Vampire Hunter	67.5	37.519139	115.119139
6	15	2012	That's My Boy	67.5	36.931089	58.058367
9	20	1996	Last Man Standing	67	18.115927	18.115927
8	17	2007	The Last Legion	67	5.93206	25.33206
4	30	1999	Entrapment	66	87.707396	211.7
6	19	1998	The X Files: Fight the Future	66	83.898313	189.176423
3	14	2014	Need for Speed	66	43.568507	187.268507
7	24	1998	Saving Private Ryan	65	216.335085	485.035085
12	15	2000	What Women Want	65	182.805123	372.1
11	9	2012	Lincoln	65	182.207973	273.00096
3	15	2002	Ice Age	65	176.387405	386.116343
6	30	1995	Apollo 13	65	172.070496	334.1
3	31	1999	The Matrix	65	171.47993	460.27993
12	25	2012	Les Miserables	65	148.80977	442.022894
11	1	2002	The Santa Clause 2	65	139.225854	172.825854
6	1	1990	Total Recall	65	119.394839	261.4
12	18	1998	You've Got Mail	65	115.821495	250.8
11	5	2010	Due Date	65	100.539043	211.739043
7	25	2008	Step Brothers	65	100.468793	128.468793
12	15	1995	Jumanji	65	100.45831	262.75831
7	17	1998	The Mask of Zorro	65	93.828745	233.7
8	4	2000	Space Cowboys	65	90.454043	128.874043
5	28	1993	Cliffhanger	65	84.049211	255
2	9	1996	Broken Arrow	65	70.645997	148.345997
8	9	2006	World Trade Center	65	70.278893	163.295654
7	7	2000	The Kid	65	69.688384	69.688384
12	19	2003	Mona Lisa Smile	65	63.8031	141.205169
5	16	2012	The Dictator	65	59.650222	179.379532
7	16	1999	Eyes Wide Shut	65	55.691208	86.257553
12	8	2004	Blade: Trinity	65	52.397389	132.397389
11	21	2012	Red Dawn	65	44.806783	48.16415
12	22	2006	We Are Marshall	65	43.545364	43.545364
3	20	1998	Primary Colors	65	39.017984	39.017984
10	15	1999	Fight Club	65	37.030102	100.853753
8	22	2008	Death Race	65	36.316032	72.516819
10	11	1996	The Long Kiss Goodnight	65	33.447612	33.447612
12	8	2000	Proof of Life	65	32.598931	62.761005
11	11	2005	Zathura	65	28.04554	58.54554
11	26	2003	The Missing	65	26.900336	38.253433
1	14	2005	Elektra	65	24.409722	56.409722
10	23	2009	Astro Boy	65	19.551067	44.093014
1	24	2014	I, Frankenstein	65	19.07529	71.519465
5	24	1991	Hudson Hawk	65	17.218916	17.218916
10	27	2000	Lucky Numbers	65	10.014234	10.014234
9	23	2005	Oliver Twist	65	2.07092	26.67092
12	31	2009	Foodfight!	65	0	0
7	14	2006	Little Man	64	58.636047	101.636047
10	8	1999	Random Hearts	64	31.054924	63.2
12	27	2006	Perfume: The Story of a Murderer	63.7	2.223293	133.603463
6	11	1993	Jurassic Park	63	395.708305	1035.626872
7	25	2002	Austin Powers in Goldmember	63	213.117789	292.738626
4	1	2011	Hop	63	108.085305	184.924333
6	24	1994	Wyatt Earp	63	25.052	25.052
8	3	1994	Clear and Present Danger	62	122.012656	207.5
4	21	2000	U-571	62	77.08603	127.63003
11	17	1995	The American President	62	60.022813	107.822813
2	23	2001	3000 Miles to Graceland	62	15.738632	18.708848
3	30	2007	Blades of Glory	61	118.594548	145.594548
8	2	2013	2 Guns	61	75.61246	132.493015
12	22	2004	Meet the Fockers	60	279.167575	516.567575
2	7	2014	The Lego Movie	60	256.387883	456.387883
3	9	2007	300	60	210.614939	454.161935
12	10	1999	The Green Mile	60	136.801374	290.701374
11	4	2005	Chicken Little	60	135.386665	314.432738
6	5	1998	The Truman Show	60	125.618201	248.4
6	14	2002	The Bourne Identity	60	121.46896	213.3
10	9	2009	Couples Retreat	60	109.20566	172.450423
11	17	1995	Goldeneye	60	106.429941	356.429941
5	30	2003	The Italian Job	60	106.126012	176.262839
5	9	2003	Daddy Day Care	60	104.148781	164.285587
6	18	1999	The General's Daughter	60	102.705852	149.705852
12	18	1998	The Prince of Egypt	60	101.413188	218.6
8	6	2004	Collateral	60	100.170152	217.670152
7	4	2001	Cats & Dogs	60	93.375151	200.7
12	20	2002	Two Weeks Notice	60	93.354918	199.043309
10	2	1998	Antz	60	90.757863	152.457863
4	19	2002	The Scorpion King	60	90.58	165.890634
10	15	2010	Red	60	90.380162	196.439693
3	5	2004	Starsky & Hutch	60	88.200225	170.200225
6	27	1990	Days of Thunder	60	82.670733	157.670733
12	21	2005	Cheaper by the Dozen 2	60	82.571173	135.01533
8	13	2010	Eat Pray Love	60	80.57401	205.846861
12	21	2012	Jack Reacher	60	80.070736	217.370736
4	23	2004	Man on Fire	60	77.906816	118.706816
12	22	2000	The Family Man	60	75.764085	124.715863
9	9	2011	Contagion	60	75.658097	137.551594
12	22	1999	Any Given Sunday	60	75.530832	100.230832
5	15	1998	The Horse Whisperer	60	75.383563	186.883563
2	6	2009	Coraline	60	75.286229	126.037057
10	1	2004	Ladder 49	60	74.541707	102.332848
7	28	1999	Deep Blue Sea	60	73.648228	165.048228
10	28	2009	Michael Jackson's This Is It	60	72.091016	252.091016
1	17	2003	Kangaroo Jack	60	66.723216	90.723216
6	13	2008	The Happening	60	64.506874	163.403799
4	7	2000	Rules of Engagement	60	61.322858	71.719931
3	10	2006	The Shaggy Dog	60	61.123569	87.123569
11	22	1996	Jingle All the Way	60	60.592389	129.832389
4	2	2004	Hellboy	60	59.623958	99.823958
12	25	1998	A Civil Action	60	56.709981	56.709981
8	17	2012	ParaNorman	60	56.003051	108.159011
11	14	1997	The Jackal	60	54.956941	159.356941
12	25	2003	Paycheck	60	53.789313	89.350576
3	1	1996	Up Close & Personal	60	51.045801	100.645801
12	19	2008	The Tale of Despereaux	60	50.877145	90.482317
9	27	2002	The Tuxedo	60	50.586	104.429625
1	17	2014	Jack Ryan: Shadow Recruit	60	50.577412	131.377412
7	14	1995	Under Siege 2: Dark Territory	60	50.024083	104.324083
3	24	2005	Miss Congeniality 2: Armed and Fabulous	60	48.478006	101.382396
11	26	1997	Alien: Resurrection	60	47.795018	160.7
3	23	2007	Shooter	60	47.003582	95.703582
10	16	1998	Practical Magic	60	46.850558	68.336997
1	11	2013	Gangster Squad	60	46.000903	104.100903
6	19	2009	Year One	60	43.337279	57.604723
1	29	2010	Edge of Darkness	60	43.31389	81.208697
12	13	2002	Star Trek: Nemesis	60	43.254409	67.312826
7	12	2002	Reign of Fire	60	43.061982	82.150183
11	20	2009	Planet 51	60	42.19406	108.996113
9	12	2008	Righteous Kill	60	40.08141	78.48141
4	17	2009	State of Play	60	37.017955	91.445389
2	12	1999	My Favorite Martian	60	36.850101	36.850101
4	21	2006	The Sentinel	60	36.280697	78.080697
9	21	2012	Trouble with the Curve	60	35.763137	47.818913
10	10	2003	Intolerable Cruelty	60	35.327628	121.327628
1	10	1997	The Relic	60	33.956608	33.956608
4	3	1998	Mercury Rising	60	32.983332	32.983332
9	15	2000	Almost Famous	60	32.522352	47.371191
12	6	2002	Analyze That	60	32.122249	54.994757
4	24	2009	The Soloist	60	31.720158	38.454152
8	21	2013	The Mortal Instruments: City of Bones	60	31.165421	75.965567
11	3	2000	The Legend of Bagger Vance	60	30.695227	39.235486
2	22	2002	Dragonfly	60	30.063805	30.063805
5	13	2011	Priest	60	29.136626	84.154026
4	29	2005	XXX: State of the Union	60	26.873932	71.073932
8	15	1997	Event Horizon	60	26.673242	26.673242
7	2	2003	Sinbad: Legend of the Seven Seas	60	26.483452	80.767884
7	8	2005	Dark Water	60	25.473093	49.473093
8	14	1998	The Avengers	60	23.385416	48.585416
9	15	2006	The Black Dahlia	60	22.672813	46.672813
3	26	1999	EDtv	60	22.508689	35.319689
10	19	2001	The Last Castle	60	18.208078	20.541668
1	23	2009	Inkheart	60	17.303424	58.051454
1	14	2000	Supernova	60	14.218868	14.218868
9	22	2006	Flyboys	60	13.09063	14.816379
2	14	2014	Winter's Tale	60	12.600231	22.46862
10	9	1998	Holy Man	60	12.069719	12.069719
7	11	2008	Meet Dave	60	11.803254	50.648806
8	12	2005	The Great Raid	60	10.166502	10.59707
10	24	2003	Beyond Borders	60	4.426297	11.42709
5	25	1988	Rambo III	58	53.715611	188.715611
12	15	1995	Sabrina	58	53.458319	87.1
1	20	2012	Red Tails	58	49.876377	50.365498
9	16	2005	Just Like Heaven	58	48.31813	100.687083
6	7	2013	The Internship	58	44.672764	93.672764
4	28	2000	The Flintstones in Viva Rock Vegas	58	35.231365	59.431365
4	4	2008	Leatherheads	58	31.373938	41.273938
12	18	2009	Did You Hear About the Morgans?	58	29.580087	80.480566
12	12	2008	Che, El Ar the Argentine	58	0.293708	30.118557
5	30	2008	Sex and the City	57.5	152.647258	415.247258
9	10	2010	Resident Evil: Afterlife 3D	57.5	60.128566	295.87419
10	17	1997	Devil's Advocate	57	61.007424	153.007424
5	31	1996	Dragonheart	57	51.36468	104.36468
11	12	2004	After the Sunset	57	28.328132	38.329114
8	17	2001	Captain Corelli's Mandolin	57	25.528495	62.097495
4	11	2003	Anger Management	56	135.560942	195.660942
3	4	2005	The Pacifier	56	113.00688	198.00688
4	2	2004	Walking Tall	56	46.213824	47.313824
7	6	1994	Forrest Gump	55	329.694499	679.400525
12	14	2007	Alvin and the Chipmunks	55	217.326974	360.578644
2	11	2005	Hitch	55	177.784257	366.784257
10	6	2000	Meet the Parents	55	166.22504	304.599899
12	15	2006	The Pursuit of Happyness	55	162.586036	307.325633
6	10	1995	Pocahontas	55	141.579773	347.1
12	15	1978	Superman	55	134.218018	300.2
6	28	1996	The Nutty Professor	55	128.814019	273.814019
10	11	2013	Captain Phillips	55	107.136417	218.857896
7	16	1997	George Of The Jungle	55	105.263257	174.463257
8	1	2003	American Wedding	55	104.354205	126.425115
5	26	1995	Casper	55	100.328194	282.3
4	9	2010	Date Night	55	98.711404	152.269033
12	13	2002	Maid in Manhattan	55	93.932896	163.838217
5	12	1995	Crimson Tide	55	91.387195	159.387195
9	23	2005	Flightplan	55	89.706988	225.706988
4	10	1998	City of Angels	55	78.750909	198.750909
4	28	2006	R.V.	55	71.724497	87.524497
10	28	1994	Stargate	55	71.565669	196.565669
10	10	2003	Kill Bill: Volume 1	55	70.098138	180.098138
6	17	2011	Mr. Poppers's Penguins	55	68.224452	189.624452
8	13	1999	Bowfinger	55	66.458769	98.699769
4	16	2004	Kill Bill: Volume 2	55	66.20792	150.90792
12	22	1989	Tango & Cash	55	63.408614	63.408614
7	31	1992	Death Becomes Her	55	58.42265	149.02265
5	26	2000	Shanghai Noon	55	56.932305	71.189835
3	15	1996	Executive Decision	55	56.679192	122.079192
11	1	2013	Free Birds	55	55.75048	74.17998
5	22	1992	Alien 3	55	54.927174	158.5
4	18	2008	The Forbidden Kingdom	55	52.07527	129.07527
12	22	2004	The Phantom of the Opera	55	51.225796	158.225796
3	21	2014	Muppets Most Wanted	55	50.972373	68.286984
12	25	1996	Evita	55	50.047179	151.947179
9	25	1998	Ronin	55	41.610884	70.692101
11	24	2010	Burlesque	55	39.440655	89.657398
10	11	1996	The Ghost and the Darkness	55	38.564422	38.564422
10	24	2008	Changeling	55	35.739802	113.80558
7	27	2012	The Watch	55	34.353	67.353
3	14	2003	The Hunted	55	34.234008	45.016494
6	4	1999	Instinct	55	34.105207	34.105207
12	12	2003	Stuck On You	55	33.832741	63.537164
4	27	2012	The Pirates! Band of Misfits	55	31.051126	124.080105
12	2	2005	Aeon Flux	55	25.857987	47.953341
8	2	1996	Chain Reaction	55	21.226204	60.209334
8	16	1996	The Fan	55	18.582965	18.582965
6	12	2009	Imagine That	55	16.123323	16.123323
2	21	2003	Gods and Generals	55	12.882934	12.923936
1	10	1997	Turbulence	55	11.532774	11.532774
2	1	2013	Bullet to the Head	55	9.489829	13.561515
9	22	2006	All the King's Men	55	7.221458	9.521458
7	30	2004	Thunderbirds	55	6.768055	28.231444
11	26	2004	A Very Long Engagement	55	6.167817	59.606587
5	4	2007	Lucky You	55	5.755286	6.521829
7	22	1998	Lolita	55	1.147784	1.147784
9	20	2002	Eye See You	55	0.079161	1.80799
6	19	1981	Superman II	54	108.185706	108.185706
3	22	2002	Blade 2	54	81.676888	154.338601
7	14	2006	You, Me and Dupree	54	75.80201	130.40201
12	19	2008	Seven Pounds	54	69.951824	166.617328
12	25	1990	The Godfather: Part III	54	66.520529	66.520529
10	14	2005	Elizabethtown	54	26.850426	50.719373
8	1	2003	Gigli	54	6.087542	7.266209
6	16	2000	Shaft	53.012938	70.327868	107.190108
8	5	2005	The Dukes of Hazzard	53	80.270227	110.993895
10	16	2009	Law Abiding Citizen	53	73.357727	131.159781
11	14	1997	Anastasia	53	58.403409	139.80141
5	18	2001	Moulin Rouge	53	57.386369	179.213196
11	2	2001	Domestic Disturbance	53	45.207112	54.207112
10	20	2006	Flags of Our Fathers	53	33.602376	61.902376
4	6	2007	Grindhouse	53	25.031037	50.187789
10	16	1998	Beloved	53	22.852487	22.852487
12	19	2012	Zero Dark Thirty	52.5	95.720716	137.720716
12	25	2002	Catch Me if You Can	52	164.6068	351.1068
6	2	2006	The Break Up	52	118.806699	202.944203
2	12	2010	Valentine's Day	52	110.485654	217.569328
11	22	1995	Casino	52	42.4383	110.4
8	5	2011	The Change-Up	52	37.081475	75.828267
12	23	1998	The Thin Red Line	52	36.400491	36.400491
12	22	1999	Man on the Moon	52	34.580635	47.407635
2	5	2010	From Paris With Love	52	24.077427	53.139168
4	16	2003	Bulletproof Monk	52	23.010607	23.010607
6	23	2000	Me, Myself & Irene	51	90.570999	149.270999
8	4	2006	Barnyard: The Original Party Animals	51	72.779	118.583844
3	4	2011	The Adjustment Bureau	50.2	62.495645	127.793502
11	20	2009	The Twilight Saga: New Moon	50	296.623634	709.823634
5	18	2001	Shrek	50	267.655011	491.812794
6	29	2012	Ted	50	218.66574	549.444574
6	14	1991	Robin Hood: Prince of Thieves	50	165.493908	390.5
12	13	1996	Jerry Maguire	50	153.952592	274
12	24	1997	As Good as it Gets	50	148.478011	314.111923
12	25	1998	Patch Adams	50	135.041968	202.2
12	18	2013	Anchorman 2: The Legend Continues	50	127.359575	172.959575
6	9	2011	Super 8	50	127.004179	260.095987
6	28	2002	Mr. Deeds	50	126.293452	171.269535
3	17	2000	Erin Brockovich	50	125.548685	257.805243
2	7	2003	How to Lose a Guy in 10 Days	50	105.80752	177.079973
11	11	1994	Interview with the Vampire: The Vampire Chronicles	50	105.264608	223.564608
12	19	2008	Yes Man	50	97.690976	225.990976
2	28	2014	Non-Stop	50	91.74216	183.74216
12	25	1998	Stepmom	50	91.137662	159.745279
8	9	2013	Disney Planes	50	90.28258	219.78258
3	10	2006	Failure to Launch	50	88.715192	128.402901
3	24	2006	Inside Man	50	88.634237	184.634237
7	29	2011	Crazy, Stupid, Love	50	84.351197	148.351197
2	5	1999	Payback	50	81.526121	161.626121
6	9	1995	Congo	50	81.022333	152.022333
3	20	2009	Knowing	50	79.957634	187.858642
3	18	2005	The Ring Two	50	75.941727	161.941727
11	26	2011	We Bought a Zoo	50	75.62455	118.92455
9	23	2011	Moneyball	50	75.605492	111.174374
6	11	2004	Garfield	50	75.367693	200.802638
11	24	2004	Christmas with the Kranks	50	73.701902	96.501902
3	17	2006	V for Vendetta	50	70.511035	129.231542
3	10	1995	Outbreak	50	67.823573	67.823573
9	24	2004	The Forgotten	50	66.711892	117.211892
6	22	2005	Herbie: Fully Loaded	50	66.010682	144.110682
6	13	2014	22 Jump Street	50	63.902371	84.502371
2	7	2003	Shanghai Knights	50	60.47022	88.316835
2	10	2006	Curious George	50	58.640119	70.114174
4	6	2012	American Reunion	50	56.758835	235.385481
1	25	2013	Hansel & Gretel: Witch Hunters	50	55.703475	225.703475
2	18	2011	I am Number Four	50	55.100437	145.982797
9	28	2001	Don't Say a Word	50	54.997476	104.488383
5	8	2002	Unfaithful	50	52.752475	119.114494
11	23	2005	Syriana	50	50.82462	92.690959
9	10	2004	Resident Evil: Apocalypse	50	50.740078	128.940078
2	14	1997	Absolute Power	50	50.06831	50.06831
9	12	1997	The Game	50	48.265581	48.265581
8	22	1997	G.I. Jane	50	48.169156	48.169156
4	21	2006	Silent Hill	50	46.982632	99.982632
8	11	2000	The Replacements	50	44.737059	50.054511
7	29	1998	The Negotiator	50	44.705766	49.105766
5	25	1994	Beverly Hills Cop III	50	42.586861	119.180938
6	15	1990	Gremlins 2: The New Batch	50	41.476097	41.476097
9	26	1997	The Peacemaker	50	41.26314	62.967368
10	3	2003	Out of Time	50	41.083108	55.489826
11	12	2004	Bridget Jones: The Edge Of Reason	50	40.20302	263.894551
2	11	2000	The Beach	50	39.778599	39.778599
6	10	2005	The Adventures of Sharkboy and Lavagirl in 3-D	50	39.177684	69.425966
2	18	1994	On Deadly Ground	50	38.590458	38.590458
11	25	2009	Ninja Assassin	50	38.122883	61.622883
5	28	2004	Raising Helen	50	37.485528	43.340302
9	17	1999	For Love of the Game	50	35.18864	46.11264
12	11	1998	Jack Frost	50	34.645374	34.645374
6	4	2010	Marmaduke	50	33.644788	84.023611
6	28	1996	Striptease	50	33.109743	113.309743
10	15	2010	Hereafter	50	32.746941	105.246941
4	19	2002	Murder by Numbers	50	31.874869	56.643267
10	6	1995	Assassins	50	30.306268	83.306268
12	31	2008	Defiance	50	28.644813	42.268745
